id,rsc29,inversa,inversa a informarnte,captacion
657,"[{""section_id"": ""657"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""725"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",725,712
658,"[{""section_id"": ""658"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""726"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",726,712
659,"[{""section_id"": ""659"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""727"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",727,714
660,"[{""section_id"": ""660"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""728"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",728,715
661,"[{""section_id"": ""661"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""729"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",729,715
662,"[{""section_id"": ""662"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""730"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",730,716
663,"[{""section_id"": ""663"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""731"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",731,716
664,"[{""section_id"": ""664"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""732"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",732,716
665,"[{""section_id"": ""665"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""733"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",733,716
666,"[{""section_id"": ""666"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""734"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",734,716
667,"[{""section_id"": ""667"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""735"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",735,716
668,"[{""section_id"": ""668"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""736"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",736,717
669,"[{""section_id"": ""669"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""737"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",737,
670,"[{""section_id"": ""670"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""738"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",738,719
671,"[{""section_id"": ""671"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""739"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",739,720
672,"[{""section_id"": ""672"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""740"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",740,721
673,"[{""section_id"": ""673"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""741"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",741,722
674,"[{""section_id"": ""674"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""742"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",742,723
675,"[{""section_id"": ""675"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""743"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",743,724
676,"[{""section_id"": ""676"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""744"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",744,
677,"[{""section_id"": ""677"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""745"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",745,
678,"[{""section_id"": ""678"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""746"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",746,
679,"[{""section_id"": ""679"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""747"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",747,77
680,"[{""section_id"": ""680"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""748"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",748,729
681,"[{""section_id"": ""681"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""749"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",749,729
682,"[{""section_id"": ""682"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""750"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",750,730
683,"[{""section_id"": ""683"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""751"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",751,727
684,"[{""section_id"": ""684"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""752"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",752,
685,"[{""section_id"": ""685"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""753"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",753,732
686,"[{""section_id"": ""686"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""754"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",754,732
687,"[{""section_id"": ""687"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""755"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",755,733
688,"[{""section_id"": ""688"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""756"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",756,734
689,"[{""section_id"": ""689"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""757"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",757,735
690,"[{""section_id"": ""690"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""758"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",758,736
691,"[{""section_id"": ""691"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""759"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",759,737
692,"[{""section_id"": ""692"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""760"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",760,738
693,"[{""section_id"": ""693"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""761"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",761,739
694,"[{""section_id"": ""694"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""762"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",762,740
695,"[{""section_id"": ""695"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""763"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",763,741
696,"[{""section_id"": ""696"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""764"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",764,742
697,"[{""section_id"": ""697"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""765"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",765,743
698,"[{""section_id"": ""698"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""766"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",766,744
699,"[{""section_id"": ""699"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""767"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",767,745
700,"[{""section_id"": ""700"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""768"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",768,746
701,"[{""section_id"": ""701"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""769"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",769,747
702,"[{""section_id"": ""702"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""770"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",770,748
703,"[{""section_id"": ""703"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""771"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",771,748
704,"[{""section_id"": ""704"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""772"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",772,749
705,"[{""section_id"": ""705"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""773"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",773,749
706,"[{""section_id"": ""706"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""774"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",774,750
707,"[{""section_id"": ""707"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""775"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",775,751
708,"[{""section_id"": ""708"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""776"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",776,752
709,"[{""section_id"": ""709"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""777"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",777,752
710,"[{""section_id"": ""710"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""778"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",778,754
711,"[{""section_id"": ""711"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""779"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",779,
712,"[{""section_id"": ""712"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""780"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",780,755
713,"[{""section_id"": ""713"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""781"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",781,756
714,"[{""section_id"": ""714"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""782"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",782,757
715,"[{""section_id"": ""715"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""783"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",783,758
716,"[{""section_id"": ""716"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""784"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",784,759
717,"[{""section_id"": ""717"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""785"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",785,761
718,"[{""section_id"": ""718"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""786"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",786,762
719,"[{""section_id"": ""719"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""787"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",787,763
720,"[{""section_id"": ""720"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""788"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",788,764
721,"[{""section_id"": ""721"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""789"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",789,765
722,"[{""section_id"": ""722"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""790"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",790,766
723,"[{""section_id"": ""723"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""791"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",791,767
724,"[{""section_id"": ""724"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""792"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",792,767
725,"[{""section_id"": ""725"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""793"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",793,768
726,"[{""section_id"": ""726"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""794"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",794,768
727,"[{""section_id"": ""727"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""795"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",795,769
728,"[{""section_id"": ""728"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""796"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",796,770
729,"[{""section_id"": ""729"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""797"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",797,771
730,"[{""section_id"": ""730"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""798"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",798,772
731,"[{""section_id"": ""731"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""799"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",799,773
732,"[{""section_id"": ""732"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""800"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",800,774
733,"[{""section_id"": ""733"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""801"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",801,775
734,"[{""section_id"": ""734"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""802"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",802,776
735,"[{""section_id"": ""735"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""803"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",803,777
736,"[{""section_id"": ""736"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""804"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",804,778
737,"[{""section_id"": ""737"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""805"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",805,778
738,"[{""section_id"": ""738"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""806"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",806,779
739,"[{""section_id"": ""739"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""807"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",807,780
740,"[{""section_id"": ""740"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""808"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",808,780
741,"[{""section_id"": ""741"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""809"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",809,781
742,"[{""section_id"": ""742"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""810"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",810,782
743,"[{""section_id"": ""743"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""811"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",811,782
744,"[{""section_id"": ""744"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""812"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",812,783
745,"[{""section_id"": ""745"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""813"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",813,784
746,"[{""section_id"": ""746"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""814"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",814,784
747,"[{""section_id"": ""747"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""815"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",815,785
748,"[{""section_id"": ""748"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""816"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",816,786
749,"[{""section_id"": ""749"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""817"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",817,
750,"[{""section_id"": ""750"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""818"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",818,788
751,"[{""section_id"": ""751"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""819"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",819,789
752,"[{""section_id"": ""752"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""820"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",820,790
753,"[{""section_id"": ""753"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""821"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",821,791
754,"[{""section_id"": ""754"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""822"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",822,792
755,"[{""section_id"": ""755"",""section_tipo"": ""rsc170"",""component_tipo"": ""rsc29""}]","[{""section_id"": ""823"",""section_tipo"": ""rsc197"",""component_tipo"": ""rsc88""}]",823,793
